,id,tweets,name,location,time
0,1535945946999160838,"RT @Kilat_com: Sadis! Temuan Covid BA.4 dan BA.5 Bertambah Jadi 8 Kasus di Indonesia 

#COVID19 #CovidBA4 #CovidBA5 #Pandemi #CoronaVirus…",corona_tweet,,2022-06-12 11:23:44
